gene_id	locusName	Best-hit-arabi-name
Solyc04g079080.2.ITAG4.0	Solyc01g110490	AT4G38890
Solyc04g079110.1.ITAG4.0	Solyc01g110500	
Solyc04g079130.2.ITAG4.0	Solyc01g110510	
Solyc04g079150.1.ITAG4.0	Solyc01g110520	AT4G34740
Solyc04g079350.1.ITAG4.0	Solyc01g110530	AT2G18040
Solyc04g079360.1.ITAG4.0	Solyc01g110540	AT3G01130
Solyc04g079380.1.ITAG4.0	Solyc01g110550	AT4G34730
Solyc04g079460.1.ITAG4.0	Solyc01g110555	
Solyc04g079480.2.ITAG4.0	Solyc01g110570	AT4G34760
Solyc04g079490.1.ITAG4.0	Solyc01g110580	
Solyc04g079570.1.ITAG4.0	Solyc01g110590	AT4G34760
Solyc04g079660.2.ITAG4.0	Solyc01g110600	
Solyc04g079670.1.ITAG4.0	Solyc01g110610	AT4G34760
Solyc04g079730.1.ITAG4.0	Solyc01g110620	AT4G34760
Solyc04g079830.2.ITAG4.0	Solyc01g110630	AT4G38840
Solyc04g079860.1.ITAG4.0	Solyc01g110640	
Solyc04g079960.1.ITAG4.0	Solyc01g110647	
Solyc04g080000.1.ITAG4.0	Solyc01g110660	AT2G21210
Solyc04g080070.1.ITAG4.0	Solyc01g110670	AT2G21210
Solyc04g080120.1.ITAG4.0	Solyc01g110680	AT4G38840
Solyc04g080180.1.ITAG4.0	Solyc01g110686	
Solyc04g080210.1.ITAG4.0	Solyc01g110710	AT4G38840
Solyc04g080310.1.ITAG4.0	Solyc01g110720	AT4G38840
Solyc04g080320.1.ITAG4.0	Solyc01g110730	AT4G38840
Solyc04g080395.1.ITAG4.0	Solyc01g110770	AT2G21210
Solyc04g080450.1.ITAG4.0	Solyc01g110780	AT4G38840
Solyc04g080480.1.ITAG4.0	Solyc01g110790	AT4G38840
Solyc04g080520.1.ITAG4.0	Solyc01g110800	AT4G38840
Solyc04g080540.2.ITAG4.0	Solyc01g110810	
Solyc04g080560.2.ITAG4.0	Solyc01g110820	AT1G09230
Solyc04g080640.1.ITAG4.0	Solyc01g110825	AT2G21210
Solyc04g080740.1.ITAG4.0	Solyc01g110840	
Solyc04g080780.2.ITAG4.0	Solyc01g110860	AT2G21210
Solyc04g080820.2.ITAG4.0	Solyc01g110870	AT2G21210
Solyc04g080860.1.ITAG4.0	Solyc01g110880	AT2G21210
Solyc04g080870.1.ITAG4.0	Solyc01g110890	
Solyc04g080873.1.ITAG4.0	Solyc01g110900	AT4G34770
Solyc04g080877.1.ITAG4.0	Solyc01g110903	AT4G38840
Solyc04g080910.1.ITAG4.0	Solyc01g110907	AT4G38840
Solyc04g080915.1.ITAG4.0	Solyc01g110920	
Solyc04g080980.2.ITAG4.0	Solyc01g110930	AT4G38840
Solyc04g081040.1.ITAG4.0	Solyc01g110940	AT4G38840
Solyc04g081055.1.ITAG4.0	Solyc01g110950	
Solyc04g081080.1.ITAG4.0	Solyc01g110960	AT5G27330
Solyc04g081110.1.ITAG4.0	Solyc01g110970	
Solyc04g081120.1.ITAG4.0	Solyc01g110980	
Solyc04g081130.1.ITAG4.0	Solyc01g110990	AT3G26560
Solyc04g081140.1.ITAG4.0	Solyc01g111000	AT2G21210
Solyc04g081145.1.ITAG4.0	Solyc01g111010	
Solyc04g081180.1.ITAG4.0	Solyc01g111020	AT4G34830
Solyc04g081240.2.ITAG4.0	Solyc01g111030	AT5G15550
Solyc04g081250.1.ITAG4.0	Solyc01g111040	AT4G38810
Solyc04g081270.1.ITAG4.0	Solyc01g111050	
Solyc04g081370.2.ITAG4.0	Solyc01g111060	AT4G38800
Solyc04g081380.1.ITAG4.0	Solyc01g111070	AT4G34850
Solyc04g081460.2.ITAG4.0	Solyc01g111090	AT4G38790
Solyc04g081530.1.ITAG4.0	Solyc01g111100	AT4G34860
Solyc04g081610.1.ITAG4.0	Solyc01g111110	AT2G21180
Solyc04g081620.1.ITAG4.0	Solyc01g111120	AT2G21170
Solyc04g081675.1.ITAG4.0	Solyc01g111130	AT3G19860
Solyc04g081830.1.ITAG4.0	Solyc01g111140	AT2G21150
Solyc04g081890.1.ITAG4.0	Solyc01g111150	AT2G21160
Solyc04g081960.1.ITAG4.0	Solyc01g111160	
Solyc04g081980.2.ITAG4.0	Solyc01g111170	AT2G16600
Solyc04g082010.1.ITAG4.0	Solyc01g111190	
Solyc04g082030.1.ITAG4.0	Solyc01g111200	AT4G38710
Solyc04g082080.1.ITAG4.0	Solyc01g111210	AT4G34880
Solyc04g082150.1.ITAG4.0	Solyc01g111220	AT4G34880
Solyc04g082155.1.ITAG4.0	Solyc01g111230	AT2G21100
Solyc04g082170.3.ITAG4.0	Solyc01g111240	AT3G16620
Solyc04g082180.4.ITAG4.0	Solyc01g111250	AT4G38690
Solyc04g082190.1.ITAG4.0	Solyc01g111260	AT4G38690
Solyc04g082200.2.ITAG4.0	Solyc01g111270	
Solyc04g082230.1.ITAG4.0	Solyc01g111280	
Solyc04g082235.1.ITAG4.0	Solyc01g111290	
Solyc04g082240.1.ITAG4.0	Solyc01g111300	AT4G38680
Solyc04g082300.2.ITAG4.0	Solyc01g111310	AT2G21050
Solyc04g082355.1.ITAG4.0	Solyc01g111320	AT4G38670
Solyc04g082475.1.ITAG4.0	Solyc01g111330	AT4G38660
Solyc04g082660.2.ITAG4.0	Solyc01g111340	AT4G38650
Solyc04g082690.1.ITAG4.0	Solyc01g111350	AT4G34950
Solyc04g082745.1.ITAG4.0	Solyc01g111360	AT4G34960
Solyc04g082865.1.ITAG4.0	Solyc01g111370	AT4G38640
Solyc04g082870.1.ITAG4.0	Solyc01g111380	AT2G16700
Solyc04g082910.1.ITAG4.0	Solyc01g111400	AT4G34980
Solyc04g082915.1.ITAG4.0	Solyc01g111410	AT1G10095
Solyc04g082960.1.ITAG4.0	Solyc01g111420	AT3G58660
Solyc04g083000.1.ITAG4.0	Solyc01g111430	
Solyc05g004000.1.ITAG4.0	Solyc01g111450	AT5G66140
Solyc05g004003.1.ITAG4.0	Solyc01g111460	
Solyc05g004007.1.ITAG4.0	Solyc01g111470	AT2G16880
Solyc05g005070.2.ITAG4.0	Solyc01g111480	
Solyc05g005110.1.ITAG4.0	Solyc01g111500	AT4G38620
Solyc05g005150.1.ITAG4.0	Solyc01g111510	AT4G35000
Solyc05g005220.1.ITAG4.0	Solyc01g111520	AT2G20990
Solyc05g005265.1.ITAG4.0	Solyc01g111530	AT4G38600
Solyc05g005300.2.ITAG4.0	Solyc01g111540	AT2G16730
Solyc05g005320.1.ITAG4.0	Solyc01g111550	AT2G20980
Solyc05g005410.1.ITAG4.0	Solyc01g111560	AT4G35020
Solyc05g005480.2.ITAG4.0	Solyc01g111570	
Solyc05g005500.1.ITAG4.0	Solyc01g111580	AT2G16770
Solyc05g005520.1.ITAG4.0	Solyc01g111590	AT2G16780
Solyc05g005560.4.ITAG4.0	Solyc01g111600	AT4G38580
Solyc05g005570.3.ITAG4.0	Solyc01g111610	AT4G35070
Solyc05g005600.1.ITAG4.0	Solyc01g111620	AT2G16800
Solyc05g005660.1.ITAG4.0	Solyc01g111630	AT1G68010
Solyc05g005670.1.ITAG4.0	Solyc01g111640	
Solyc05g005685.1.ITAG4.0	Solyc01g111650	AT5G42190
Solyc05g005690.1.ITAG4.0	Solyc01g111660	AT4G35100
Solyc05g005865.1.ITAG4.0	Solyc01g111670	AT2G20940
Solyc05g005880.2.ITAG4.0	Solyc01g111680	AT2G16920
Solyc05g005890.2.ITAG4.0	Solyc01g111690	AT2G20930
Solyc05g006060.1.ITAG4.0	Solyc01g111700	
Solyc05g006080.1.ITAG4.0	Solyc01g111710	AT1G20200
Solyc05g006140.1.ITAG4.0	Solyc01g111720	AT1G34360
Solyc05g006150.1.ITAG4.0	Solyc01g111730	AT4G38520
Solyc05g006215.1.ITAG4.0	Solyc01g111740	
Solyc05g006250.1.ITAG4.0	Solyc01g111750	AT2G20920
Solyc05g006255.1.ITAG4.0	Solyc01g111760	AT4G38510
Solyc05g006280.1.ITAG4.0	Solyc01g111770	AT4G38500
Solyc05g006285.1.ITAG4.0	Solyc01g111780	AT2G16950
Solyc05g006300.1.ITAG4.0	Solyc01g111790	
Solyc05g006325.1.ITAG4.0	Solyc01g111800	
Solyc05g006380.1.ITAG4.0	Solyc01g111810	AT1G08845
Solyc05g006390.1.ITAG4.0	Solyc01g111820	AT3G52520
Solyc05g006400.2.ITAG4.0	Solyc01g111825	
Solyc05g006465.1.ITAG4.0	Solyc01g111830	AT1G20330
Solyc05g006475.1.ITAG4.0	Solyc01g111840	
Solyc05g006560.1.ITAG4.0	Solyc01g111850	
Solyc05g006570.1.ITAG4.0	Solyc01g111860	AT4G35140
Solyc05g006600.1.ITAG4.0	Solyc01g111870	AT5G40820
Solyc05g006605.1.ITAG4.0	Solyc01g111880	
Solyc05g006720.1.ITAG4.0	Solyc01g111890	AT2G17020
Solyc05g006813.1.ITAG4.0	Solyc01g111900	AT4G35160
Solyc05g006817.1.ITAG4.0	Solyc01g111910	AT4G38440
Solyc05g006855.1.ITAG4.0	Solyc01g111920	AT2G17030
Solyc05g006880.1.ITAG4.0	Solyc01g111930	AT4G38430
Solyc05g006890.1.ITAG4.0	Solyc01g111940	AT1G16210
Solyc05g006965.1.ITAG4.0	Solyc01g111950	
Solyc05g007070.2.ITAG4.0	Solyc01g111960	
Solyc05g007110.2.ITAG4.0	Solyc01g111970	
Solyc05g007190.4.ITAG4.0	Solyc01g111980	
Solyc05g007210.2.ITAG4.0	Solyc01g111990	AT5G22800
Solyc05g007240.1.ITAG4.0	Solyc01g112000	AT3G45970
Solyc05g007245.1.ITAG4.0	Solyc01g112010	AT3G56510
Solyc05g007390.1.ITAG4.0	Solyc01g112020	AT4G35850
Solyc05g007410.1.ITAG4.0	Solyc01g112025	AT1G30010
Solyc05g007480.1.ITAG4.0	Solyc01g112040	
Solyc05g007520.1.ITAG4.0	Solyc01g112050	AT4G35240
Solyc05g007580.1.ITAG4.0	Solyc01g112060	AT4G35250
Solyc05g007600.1.ITAG4.0	Solyc01g112070	
Solyc05g007610.2.ITAG4.0	Solyc01g112080	AT2G17120
Solyc05g007620.1.ITAG4.0	Solyc01g112090	AT4G38380
Solyc05g007650.1.ITAG4.0	Solyc01g112100	
Solyc05g007660.2.ITAG4.0	Solyc01g112105	
Solyc05g007680.1.ITAG4.0	Solyc01g112120	
Solyc05g007700.1.ITAG4.0	Solyc01g112130	
Solyc05g007720.1.ITAG4.0	Solyc01g112140	
Solyc05g007895.1.ITAG4.0	Solyc01g112150	AT2G17980
Solyc05g008030.1.ITAG4.0	Solyc01g112160	AT4G38370
Solyc05g008100.1.ITAG4.0	Solyc01g112170	
Solyc05g008105.1.ITAG4.0	Solyc01g112180	AT4G38280
Solyc05g008145.1.ITAG4.0	Solyc01g112190	AT4G35270
Solyc05g008155.1.ITAG4.0	Solyc01g112200	AT2G17210
Solyc05g008170.1.ITAG4.0	Solyc01g112210	AT4G38270
Solyc05g008240.2.ITAG4.0	Solyc01g112220	AT2G17220
Solyc05g008320.1.ITAG4.0	Solyc01g112230	AT2G23240
Solyc05g008360.1.ITAG4.0	Solyc01g112240	AT4G38240
Solyc05g008495.1.ITAG4.0	Solyc01g112250	AT2G17290
Solyc05g008560.1.ITAG4.0	Solyc01g112260	AT4G35320
Solyc05g008625.1.ITAG4.0	Solyc01g112270	
Solyc05g008640.1.ITAG4.0	Solyc01g112280	AT4G38220
Solyc05g008650.1.ITAG4.0	Solyc01g112290	AT5G64050
Solyc05g008660.1.ITAG4.0	Solyc01g112310	AT4G35440
Solyc05g008710.1.ITAG4.0	Solyc01g112315	
Solyc05g008730.1.ITAG4.0	Solyc01g112320	AT4G38180
Solyc05g008880.1.ITAG4.0	Solyc01g112330	
Solyc05g008895.1.ITAG4.0	Solyc01g112340	
Solyc05g008970.1.ITAG4.0	Solyc01g112350	AT4G38200
Solyc05g008980.2.ITAG4.0	Solyc01g112370	AT4G25315
Solyc05g009010.1.ITAG4.0	Solyc01g112380	
Solyc05g009060.2.ITAG4.0	Solyc01g113620	
Solyc05g009180.1.ITAG4.0	Solyc01g150100	
Solyc05g009250.1.ITAG4.0	Solyc01g150101	AT1G31050
Solyc05g009253.1.ITAG4.0	Solyc01g150102	
Solyc05g009257.1.ITAG4.0	Solyc01g150103	
Solyc05g009260.1.ITAG4.0	Solyc01g150104	
Solyc05g009275.1.ITAG4.0	Solyc01g150105	
Solyc05g009300.1.ITAG4.0	Solyc01g150106	
Solyc05g009340.1.ITAG4.0	Solyc01g150107	
Solyc05g009405.1.ITAG4.0	Solyc01g150108	
Solyc05g009420.1.ITAG4.0	Solyc01g150109	
Solyc05g009480.1.ITAG4.0	Solyc01g150110	
Solyc05g009515.1.ITAG4.0	Solyc01g150111	
Solyc05g009583.1.ITAG4.0	Solyc01g150112	
Solyc05g009587.1.ITAG4.0	Solyc01g150113	
Solyc05g009610.1.ITAG4.0	Solyc01g150114	
Solyc05g009680.1.ITAG4.0	Solyc01g150115	
Solyc05g009740.1.ITAG4.0	Solyc01g150116	
Solyc05g009745.1.ITAG4.0	Solyc01g150117	ATMG00810
Solyc05g009750.1.ITAG4.0	Solyc01g150118	
Solyc05g009790.1.ITAG4.0	Solyc01g150119	
Solyc05g009865.1.ITAG4.0	Solyc01g150120	
Solyc05g009890.1.ITAG4.0	Solyc01g150121	
Solyc05g009915.1.ITAG4.0	Solyc01g150122	
Solyc05g010000.1.ITAG4.0	Solyc01g150123	
Solyc05g010010.1.ITAG4.0	Solyc01g150124	
Solyc05g010015.1.ITAG4.0	Solyc01g150125	
Solyc05g010040.2.ITAG4.0	Solyc01g150126	
Solyc05g010045.1.ITAG4.0	Solyc01g150127	
Solyc05g010130.1.ITAG4.0	Solyc01g150128	
Solyc05g010175.1.ITAG4.0	Solyc01g150129	
Solyc05g010210.1.ITAG4.0	Solyc01g150130	
Solyc05g010270.1.ITAG4.0	Solyc01g150131	
Solyc05g010345.1.ITAG4.0	Solyc01g150132	
Solyc05g010390.1.ITAG4.0	Solyc01g150133	
Solyc05g010425.1.ITAG4.0	Solyc01g150134	
Solyc05g010450.1.ITAG4.0	Solyc01g150135	ATMG00810
Solyc05g010490.1.ITAG4.0	Solyc01g150136	
Solyc05g010500.1.ITAG4.0	Solyc01g150137	
Solyc05g010510.1.ITAG4.0	Solyc01g150138	AT3G51700
Solyc05g010512.1.ITAG4.0	Solyc01g150139	
Solyc05g010514.1.ITAG4.0	Solyc01g150140	
Solyc05g010516.1.ITAG4.0	Solyc01g150141	ATMG00240
Solyc05g010518.1.ITAG4.0	Solyc01g150142	
Solyc05g010540.2.ITAG4.0	Solyc01g150143	
Solyc05g010550.1.ITAG4.0	Solyc01g150144	
Solyc05g010555.1.ITAG4.0	Solyc01g150145	
Solyc05g010560.1.ITAG4.0	Solyc01g150146	AT2G39445
Solyc05g010685.1.ITAG4.0	Solyc01g150147	
Solyc05g010700.1.ITAG4.0	Solyc01g150148	
Solyc05g010725.1.ITAG4.0	Solyc01g150149	
Solyc05g010735.1.ITAG4.0	Solyc01g150150	
Solyc05g010755.1.ITAG4.0	Solyc01g150151	
Solyc05g010780.1.ITAG4.0	Solyc01g150152	
Solyc05g010810.1.ITAG4.0	Solyc01g150153	
Solyc05g010813.1.ITAG4.0	Solyc01g150154	
Solyc05g010817.1.ITAG4.0	Solyc01g150155	
Solyc05g011850.1.ITAG4.0	Solyc01g150156	
Solyc05g011860.1.ITAG4.0	Solyc01g150157	
Solyc05g011870.1.ITAG4.0	Solyc01g150158	
Solyc05g011883.1.ITAG4.0	Solyc01g150159	
Solyc05g011887.1.ITAG4.0	Solyc01g150160	
Solyc05g011890.1.ITAG4.0	Solyc01g150161	
Solyc05g011900.1.ITAG4.0	Solyc01g150162	
Solyc05g012030.1.ITAG4.0	Solyc01g150163	
Solyc05g012172.1.ITAG4.0	Solyc01g150164	AT1G25275
Solyc05g012173.1.ITAG4.0	Solyc01g150165	
Solyc05g012177.1.ITAG4.0	Solyc01g150166	
Solyc05g012300.1.ITAG4.0	Solyc01g150167	
Solyc05g012320.1.ITAG4.0	Solyc01g150168	
Solyc05g012325.1.ITAG4.0	Solyc01g150169	
Solyc05g012430.1.ITAG4.0	Solyc01g150170	
Solyc05g012530.1.ITAG4.0	Solyc01g150171	
Solyc05g012580.1.ITAG4.0	Solyc01g150172	
Solyc05g012730.1.ITAG4.0	Solyc01g150173	
Solyc05g012745.1.ITAG4.0	Solyc01g150174	
Solyc05g012800.1.ITAG4.0	Solyc01g150175	
Solyc05g012827.1.ITAG4.0	Solyc01g150176	AT1G75750
Solyc05g012840.1.ITAG4.0	Solyc01g150177	
Solyc05g012870.1.ITAG4.0	Solyc02g004000	
Solyc05g012890.1.ITAG4.0	Solyc02g004003	
Solyc05g012955.1.ITAG4.0	Solyc02g004005	
Solyc05g013005.1.ITAG4.0	Solyc02g004007	
Solyc05g013020.1.ITAG4.0	Solyc02g005000	
Solyc05g013030.1.ITAG4.0	Solyc02g005003	
Solyc05g013080.1.ITAG4.0	Solyc02g005007	
Solyc05g013170.2.ITAG4.0	Solyc02g005070	
Solyc05g013200.1.ITAG4.0	Solyc02g005100	
Solyc05g013220.2.ITAG4.0	Solyc02g005110	
Solyc05g013225.1.ITAG4.0	Solyc02g005140	
Solyc05g013300.1.ITAG4.0	Solyc02g005145	
Solyc05g013310.1.ITAG4.0	Solyc02g005180	
Solyc05g013320.1.ITAG4.0	Solyc02g005200	AT3G08010
Solyc05g013370.1.ITAG4.0	Solyc02g005210	AT3G26710
Solyc05g013390.1.ITAG4.0	Solyc02g005280	AT1G50270
Solyc05g013420.1.ITAG4.0	Solyc02g005290	
Solyc05g013430.1.ITAG4.0	Solyc02g005300	
Solyc05g013535.1.ITAG4.0	Solyc02g005305	
Solyc05g013540.1.ITAG4.0	Solyc02g005310	
Solyc05g013590.1.ITAG4.0	Solyc02g005320	
Solyc05g013600.1.ITAG4.0	Solyc02g005325	
Solyc05g013610.1.ITAG4.0	Solyc02g005330	
Solyc05g013613.1.ITAG4.0	Solyc02g005335	
Solyc05g013617.1.ITAG4.0	Solyc02g005340	
Solyc05g013630.1.ITAG4.0	Solyc02g005350	AT5G23250
Solyc05g013640.1.ITAG4.0	Solyc02g005360	
Solyc05g013650.2.ITAG4.0	Solyc02g005370	
Solyc05g013800.1.ITAG4.0	Solyc02g005390	
Solyc05g013830.1.ITAG4.0	Solyc02g005400	
Solyc05g013840.1.ITAG4.0	Solyc02g005410	
Solyc05g013843.1.ITAG4.0	Solyc02g005420	
Solyc05g013847.1.ITAG4.0	Solyc02g005430	
Solyc05g013850.2.ITAG4.0	Solyc02g005440	
Solyc05g013905.1.ITAG4.0	Solyc02g005480	
Solyc05g013950.1.ITAG4.0	Solyc02g005490	
Solyc05g014040.1.ITAG4.0	Solyc02g005500	
Solyc05g014051.1.ITAG4.0	Solyc02g005510	AT1G29810
Solyc05g014052.1.ITAG4.0	Solyc02g005520	
Solyc05g014054.1.ITAG4.0	Solyc02g005525	
Solyc05g014056.1.ITAG4.0	Solyc02g005550	
Solyc05g014058.1.ITAG4.0	Solyc02g005560	
Solyc05g014070.1.ITAG4.0	Solyc02g005570	
Solyc05g014120.1.ITAG4.0	Solyc02g005580	
Solyc05g014175.1.ITAG4.0	Solyc02g005600	
Solyc05g014220.1.ITAG4.0	Solyc02g005601	
Solyc05g014300.1.ITAG4.0	Solyc02g005602	
Solyc05g014330.1.ITAG4.0	Solyc02g005603	AT5G11680
Solyc05g014360.1.ITAG4.0	Solyc02g005604	
Solyc05g014375.1.ITAG4.0	Solyc02g005606	
Solyc05g014505.1.ITAG4.0	Solyc02g005607	AT1G74480
Solyc05g014530.1.ITAG4.0	Solyc02g005608	
Solyc05g014550.1.ITAG4.0	Solyc02g010680	
Solyc05g014570.1.ITAG4.0	Solyc02g011680	AT5G27110
Solyc05g014600.1.ITAG4.0	Solyc02g011700	
Solyc05g014650.2.ITAG4.0	Solyc02g011710	
Solyc05g014730.1.ITAG4.0	Solyc02g011720	
Solyc05g014740.1.ITAG4.0	Solyc02g011730	
Solyc05g014750.2.ITAG4.0	Solyc02g011740	
Solyc05g014795.1.ITAG4.0	Solyc02g011750	
Solyc05g014800.1.ITAG4.0	Solyc02g011760	ATCG01060
Solyc05g014810.1.ITAG4.0	Solyc02g011770	ATCG01080
Solyc05g014820.1.ITAG4.0	Solyc02g011780	
Solyc05g014843.1.ITAG4.0	Solyc02g011790	
Solyc05g014847.1.ITAG4.0	Solyc02g011800	
Solyc05g014900.1.ITAG4.0	Solyc02g011810	
Solyc05g014910.1.ITAG4.0	Solyc02g011820	
Solyc05g014920.1.ITAG4.0	Solyc02g011830	
Solyc05g014930.1.ITAG4.0	Solyc02g011840	
Solyc05g015000.1.ITAG4.0	Solyc02g011845	
Solyc05g015005.1.ITAG4.0	Solyc02g011850	
Solyc05g015020.1.ITAG4.0	Solyc02g011860	
Solyc05g015075.1.ITAG4.0	Solyc02g011870	
Solyc05g015090.1.ITAG4.0	Solyc02g011890	
Solyc05g015130.1.ITAG4.0	Solyc02g011900	
Solyc05g015230.1.ITAG4.0	Solyc02g011910	
Solyc05g015250.2.ITAG4.0	Solyc02g011920	
Solyc05g015260.1.ITAG4.0	Solyc02g011940	
Solyc05g015270.1.ITAG4.0	Solyc02g011950	
Solyc05g015330.1.ITAG4.0	Solyc02g011960	
Solyc05g015360.2.ITAG4.0	Solyc02g011970	
Solyc05g015380.2.ITAG4.0	Solyc02g011990	
Solyc05g015430.1.ITAG4.0	Solyc02g011995	
Solyc05g015437.1.ITAG4.0	Solyc02g012000	
Solyc05g015470.1.ITAG4.0	Solyc02g012010	
Solyc05g015473.1.ITAG4.0	Solyc02g012020	
Solyc05g015477.1.ITAG4.0	Solyc02g012025	
Solyc05g015493.1.ITAG4.0	Solyc02g014020	
Solyc05g015495.1.ITAG4.0	Solyc02g014030	
Solyc05g015497.1.ITAG4.0	Solyc02g014035	ATMG00240
Solyc05g015532.1.ITAG4.0	Solyc02g014040	
Solyc05g015534.1.ITAG4.0	Solyc02g014050	
Solyc05g015536.1.ITAG4.0	Solyc02g014060	
Solyc05g015538.1.ITAG4.0	Solyc02g014070	
Solyc05g015555.1.ITAG4.0	Solyc02g014090	AT5G08200
Solyc05g015570.1.ITAG4.0	Solyc02g014110	
Solyc05g015580.1.ITAG4.0	Solyc02g014115	
Solyc05g015590.1.ITAG4.0	Solyc02g014130	
Solyc05g015600.1.ITAG4.0	Solyc02g014140	AT1G68470
Solyc05g015651.1.ITAG4.0	Solyc02g014150	AT5G23120
Solyc05g015652.1.ITAG4.0	Solyc02g014170	
Solyc05g015653.1.ITAG4.0	Solyc02g014180	
Solyc05g015654.1.ITAG4.0	Solyc02g014190	AT5G23110
Solyc05g015690.1.ITAG4.0	Solyc02g014220	AT1G48930
Solyc05g015700.1.ITAG4.0	Solyc02g014230	
Solyc05g015730.1.ITAG4.0	Solyc02g014240	
Solyc05g015735.1.ITAG4.0	Solyc02g014250	
Solyc05g015770.1.ITAG4.0	Solyc02g014290	AT1G61566
Solyc05g015780.1.ITAG4.0	Solyc02g014300	AT5G04960
Solyc05g015815.1.ITAG4.0	Solyc02g014310	AT1G48920
Solyc05g015825.1.ITAG4.0	Solyc02g014320	
Solyc05g015865.1.ITAG4.0	Solyc02g014340	
Solyc05g015870.1.ITAG4.0	Solyc02g014350	AT3G19740
Solyc05g015885.1.ITAG4.0	Solyc02g014360	AT4G14850
Solyc05g015910.1.ITAG4.0	Solyc02g014380	AT3G28670
Solyc05g016160.1.ITAG4.0	Solyc02g014385	
Solyc05g016220.1.ITAG4.0	Solyc02g014400	
Solyc05g016290.1.ITAG4.0	Solyc02g014410	
Solyc05g016300.1.ITAG4.0	Solyc02g014430	AT4G05120
Solyc05g016310.1.ITAG4.0	Solyc02g014440	
Solyc05g016340.1.ITAG4.0	Solyc02g014450	
Solyc05g016343.1.ITAG4.0	Solyc02g014460	AT1G80710
Solyc05g016347.1.ITAG4.0	Solyc02g014470	AT4G18550
Solyc05g016415.1.ITAG4.0	Solyc02g014480	
Solyc05g016430.1.ITAG4.0	Solyc02g014490	
Solyc05g016465.1.ITAG4.0	Solyc02g014520	AT2G18850
Solyc05g016470.1.ITAG4.0	Solyc02g014525	
Solyc05g016490.1.ITAG4.0	Solyc02g014530	
Solyc05g016500.1.ITAG4.0	Solyc02g014540	
Solyc05g016510.1.ITAG4.0	Solyc02g014543	
Solyc05g016520.1.ITAG4.0	Solyc02g014547	
Solyc05g016530.1.ITAG4.0	Solyc02g014560	AT4G32060
Solyc05g016540.1.ITAG4.0	Solyc02g014570	
Solyc05g016560.1.ITAG4.0	Solyc02g014580	
Solyc05g016570.1.ITAG4.0	Solyc02g014590	
Solyc05g016600.1.ITAG4.0	Solyc02g014600	
Solyc05g016610.1.ITAG4.0	Solyc02g014610	
Solyc05g016670.1.ITAG4.0	Solyc02g014620	
Solyc05g016713.1.ITAG4.0	Solyc02g014630	
Solyc05g016715.1.ITAG4.0	Solyc02g014640	
Solyc05g016717.1.ITAG4.0	Solyc02g014650	
Solyc05g017730.1.ITAG4.0	Solyc02g014660	
Solyc05g017740.1.ITAG4.0	Solyc02g014670	AT3G19920
Solyc05g017770.1.ITAG4.0	Solyc02g014680	
Solyc05g017780.1.ITAG4.0	Solyc02g014690	
Solyc05g017790.1.ITAG4.0	Solyc02g014700	
Solyc05g017793.1.ITAG4.0	Solyc02g014720	AT1G17330
Solyc05g017795.1.ITAG4.0	Solyc02g014730	AT5G23190
Solyc05g017797.1.ITAG4.0	Solyc02g014740	
Solyc05g017847.1.ITAG4.0	Solyc02g014750	
Solyc05g017863.1.ITAG4.0	Solyc02g014770	AT2G02090
Solyc05g017867.1.ITAG4.0	Solyc02g014773	
Solyc05g017910.1.ITAG4.0	Solyc02g014780	
Solyc05g017955.1.ITAG4.0	Solyc02g014790	
Solyc05g017970.1.ITAG4.0	Solyc02g014800	
Solyc05g018020.1.ITAG4.0	Solyc02g014820	
Solyc05g018030.1.ITAG4.0	Solyc02g014830	AT5G23210
Solyc05g018050.1.ITAG4.0	Solyc02g014840	
Solyc05g018060.1.ITAG4.0	Solyc02g014860	AT5G23240
Solyc05g018065.1.ITAG4.0	Solyc02g014870	AT5G08290
Solyc05g018155.1.ITAG4.0	Solyc02g014871	
Solyc05g018160.1.ITAG4.0	Solyc02g014872	
Solyc05g018170.1.ITAG4.0	Solyc02g014874	
Solyc05g018185.1.ITAG4.0	Solyc02g014876	
Solyc05g018190.1.ITAG4.0	Solyc02g014878	
Solyc05g018215.1.ITAG4.0	Solyc02g020870	
Solyc05g018245.1.ITAG4.0	Solyc02g020880	
Solyc05g018310.1.ITAG4.0	Solyc02g020890	AT3G19970
Solyc05g018360.1.ITAG4.0	Solyc02g020900	
Solyc05g018370.1.ITAG4.0	Solyc02g020910	
Solyc05g018380.1.ITAG4.0	Solyc02g020920	
Solyc05g018400.1.ITAG4.0	Solyc02g020930	
Solyc05g018403.1.ITAG4.0	Solyc02g020940	AT1G12900
Solyc05g018405.1.ITAG4.0	Solyc02g020960	
Solyc05g018407.1.ITAG4.0	Solyc02g020970	
Solyc05g018413.1.ITAG4.0	Solyc02g020980	AT2G40840
Solyc05g018417.1.ITAG4.0	Solyc02g021000	AT5G36120
Solyc05g018435.1.ITAG4.0	Solyc02g021010	
Solyc05g018440.1.ITAG4.0	Solyc02g021020	AT2G17140
Solyc05g018450.1.ITAG4.0	Solyc02g021050	AT3G19810
Solyc05g018480.1.ITAG4.0	Solyc02g021060	AT3G18630
Solyc05g018482.1.ITAG4.0	Solyc02g021067	
Solyc05g018484.1.ITAG4.0	Solyc02g021100	AT3G07930
Solyc05g018486.1.ITAG4.0	Solyc02g021105	
