gene_id	1P	2P	3P	4P	5P	6P	7P	8P	9P	10P	11P	12P	13P	14P	15P
Solyc05g010425.1.ITAG4.0	87.1089	115.591	106.095	56.602	96.3496	77.8462	116.448	202.478	35.7092	86.7791	83.9269	112.105	72.9061	26.0144	52.4787
Solyc05g010450.1.ITAG4.0	4.78691	4.53091	7.08901	5.09344	4.70213	4.30369	3.72148	5.18652	4.88146	6.64043	4.76163	4.57619	5.4886	6.41963	7.35251
Solyc05g010490.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g010500.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g010510.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g010512.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g010514.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g010516.1.ITAG4.0	117.139	110.405	108.776	107.874	132.409	143.39	101.514	86.7301	59.8513	150.159	167.844	141.05	129.359	128.723	143.884
Solyc05g010518.1.ITAG4.0	0.867184	0	0	0	0	3.09969	0.290799	0.287317	2.51009	0	0.266017	0.590201	0	0	0
Solyc05g010540.2.ITAG4.0	4.20171	4.05885	3.65952	4.55214	5.72208	5.97835	2.64138	4.02503	5.96116	4.35134	5.60437	6.70614	2.77511	4.49926	3.18181
Solyc05g010550.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g010555.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g010560.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	1.25048	0	0	0
Solyc05g010685.1.ITAG4.0	7.71539	7.91309	7.36064	7.34286	7.57748	7.05232	6.73709	7.28313	10.7004	6.89594	7.16158	9.4192	5.91546	6.17574	6.06551
Solyc05g010700.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g010725.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g010735.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191771	0
Solyc05g010755.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g010780.1.ITAG4.0	1.92869	1.80044	2.71528	2.51315	1.36409	2.56973	2.60065	3.6406	2.85423	2.53174	4.05356	3.98667	2.22696	4.25698	2.10469
Solyc05g010810.1.ITAG4.0	73.0163	81.1182	83.9034	100.605	89.5683	93.9434	99.6138	94.1235	86.7278	100.558	105.457	104.524	180.696	160.01	139.019
Solyc05g010813.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g010817.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g011850.1.ITAG4.0	15.0801	20.8086	13.8766	6.59939	15.2081	13.4951	25.5812	29.4235	29.4625	16.491	14.5319	15.0725	6.02079	5.44009	10.9388
Solyc05g011860.1.ITAG4.0	10.1599	10.4641	7.99463	6.179	5.46085	13.2399	15.3681	18.6451	25.0539	6.37625	5.19626	8.16011	3.165	4.91974	3.96159
Solyc05g011870.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0.126191	0	0	0
Solyc05g011883.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0572518	0
Solyc05g011887.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g011890.1.ITAG4.0	0.992189	2.29559	1.46376	0.354681	0.248692	0.561195	2.64659	2.45983	1.23781	0.187865	0.222628	1.49025	0.106313	0.169832	0.103831
Solyc05g011900.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g012030.1.ITAG4.0	1.26058	1.0473	1.27183	1.54925	3.18318	0.630908	2.0405	1.10168	0.810134	0.637916	1.00606	1.75422	0.960073	1.41147	1.40918
Solyc05g012172.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g012173.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g012177.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g012300.1.ITAG4.0	2.7657	2.90833	2.88086	1.79069	2.30722	2.53143	2.93126	1.95347	3.41309	1.41771	4.45899	2.78104	1.67438	1.13068	1.16901
Solyc05g012320.1.ITAG4.0	0.428514	0.300423	0.467093	0.0609363	0	0	0.166892	0.0797911	0.361234	0.34849	0.462031	0	0.0733671	0.316238	0.216184
Solyc05g012325.1.ITAG4.0	4.44848	5.6824	3.78714	2.3304	1.43473	2.42049	5.55303	5.16749	8.56917	0.954519	1.01749	1.71966	0.251436	0.694171	0.45765
Solyc05g012430.1.ITAG4.0	0	0	0	0	0	0	0.234591	0	0	0	0	0.161733	0.0347142	0	0
Solyc05g012530.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g012580.1.ITAG4.0	0	0	2.45295	2.07758	6.85454	0	0	0	0	0	0	0	4.17583	0	0
Solyc05g012730.1.ITAG4.0	25.051	30.5212	35.0039	20.8881	23.5637	28.685	24.2873	20.2903	25.8226	14.9259	12.6332	15.6949	7.17737	9.08885	11.1683
Solyc05g012745.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g012800.1.ITAG4.0	1.81965	2.31908	2.64863	1.9352	0.632086	2.88693	2.2344	2.00959	1.94554	2.58576	1.80128	2.72793	1.91986	1.95199	2.08545
Solyc05g012827.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g012840.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g012870.1.ITAG4.0	0	0.101791	0.104728	0.16513	0	0.261655	0.0559129	0.0531238	0	0	0	0	0	0	0
Solyc05g012890.1.ITAG4.0	3.55523	2.78973	2.51183	2.37142	1.15079	2.88472	1.459	1.17303	1.35253	2.44399	1.88803	2.63927	5.41281	3.84356	3.28196
Solyc05g012955.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0.146474	0	0.140003	0	0
Solyc05g013005.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g013020.1.ITAG4.0	0.0431134	0.0381752	0	0.0309602	0	0.0788783	0	0.0394831	0	0	0	0	0	0	0
Solyc05g013030.1.ITAG4.0	46.9855	48.9646	53.8251	49.3496	46.6568	50.9988	49.0315	53.3203	56.3758	61.6693	53.3987	59.2673	44.4698	52.5555	51.936
Solyc05g013080.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g013170.2.ITAG4.0	20.5335	19.7553	15.7814	20.7594	18.7007	19.3291	33.3347	31.7785	28.548	34.7925	27.7085	34.5192	27.4741	29.4912	31.7195
Solyc05g013200.1.ITAG4.0	0.962222	2.08341	1.20029	1.1696	1.02498	1.52426	1.71206	2.57563	2.07652	1.56501	1.50908	1.5017	2.0141	1.0287	1.52667
Solyc05g013220.2.ITAG4.0	0	0	0	0	0	0.107419	0.112396	0	0	0.116559	0	0	0.0500182	0	0
Solyc05g013225.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g013300.1.ITAG4.0	30.6574	34.0226	34.7196	34.0427	27.2168	32.2971	30.2604	35.3219	25.9696	31.054	30.982	32.8666	24.65	23.7853	30.5004
Solyc05g013310.1.ITAG4.0	17.6257	14.8744	9.52596	13.2178	22.5965	16.0988	12.609	7.51513	9.71779	12.0186	12.5476	11.0133	14.0605	9.42895	8.94453
Solyc05g013320.1.ITAG4.0	13.7609	11.8061	13.932	15.0779	12.5647	16.4374	14.2308	10.564	10.852	13.2961	14.5785	14.4069	14.0907	9.7019	12.9189
Solyc05g013370.1.ITAG4.0	0.210438	0.550684	0.573737	0.819291	1.42801	1.02248	0.308315	0.493542	0.444609	1.07558	0.946308	0.422869	0.629842	0.783192	1.59818
Solyc05g013390.1.ITAG4.0	6.25471	6.35657	3.8106	9.06317	6.60655	9.19132	9.41423	8.22759	3.18171	19.5608	12.6627	2.36052	6.85158	6.90514	6.53639
Solyc05g013420.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g013430.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g013535.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0710136	0.0324346
Solyc05g013540.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g013590.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g013600.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g013610.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g013613.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g013617.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g013630.1.ITAG4.0	333.338	277.894	348.831	421.49	285.971	344.141	405.529	463.025	551.681	380.731	363.813	400.994	214.664	261.897	298.573
Solyc05g013640.1.ITAG4.0	41.085	43.4158	44.1741	53.5924	59.3336	47.9777	46.1518	33.3468	42.0351	63.3329	60.2848	49.6722	67.7943	48.2793	57.4323
Solyc05g013650.2.ITAG4.0	1.36855	0.0807371	0.8694	0.261918	0.585727	1.22929	0.485459	0	0.573908	0.504424	0.572772	0.2281	0.665382	0.124043	0.190384
Solyc05g013800.1.ITAG4.0	5.93725	7.43135	8.13407	7.41861	5.87344	7.42886	7.91873	6.38367	7.07449	6.18785	7.55119	7.41679	6.5085	7.01963	6.9125
Solyc05g013830.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g013840.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g013843.1.ITAG4.0	0	0	0	0	0	0.12423	0	0	0.0724532	0	0	0	0	0	0.115518
Solyc05g013847.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g013850.2.ITAG4.0	11.0167	13.5408	16.283	4.91129	5.39715	7.4348	10.827	7.70398	11.8743	8.99139	6.87832	11.9572	3.43172	4.51252	6.31469
Solyc05g013905.1.ITAG4.0	25.5274	20.8379	5.28082	18.5637	9.26477	20.1005	45.3416	27.5548	17.54	37.2396	19.2397	16.9778	21.4147	16.5963	14.4636
Solyc05g013950.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g014040.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g014051.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g014052.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g014054.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g014056.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g014058.1.ITAG4.0	0	0	0	0	0	0.0637278	0	0	0	0	0	0	0	0	0
Solyc05g014070.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g014120.1.ITAG4.0	10.709	9.52975	15.7243	10.1067	17.6089	15.6244	14.1736	14.656	11.8033	11.3069	11.8615	9.11964	11.6987	13.8203	14.4979
Solyc05g014175.1.ITAG4.0	0	0.128269	0	0	0	0.0532565	0	0.394451	0	0	0	0.0288348	0	0.36371	0
Solyc05g014220.1.ITAG4.0	0.773557	0	0.754403	0	2.05884	0	0	0	0	0	0	0	0	0.790299	1.37749
Solyc05g014300.1.ITAG4.0	7.83097	18.0222	32.9851	21.8601	46.381	39.1159	8.52797	8.52749	32.4677	22.1842	73.4947	58.9035	3.46327	8.24397	81.8241
Solyc05g014330.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g014360.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g014375.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g014505.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g014530.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g014550.1.ITAG4.0	1.32253	3.05663	1.45906	2.48018	3.61234	2.51842	2.57905	2.11804	1.29551	2.79182	4.16082	2.08633	1.85909	3.32432	5.3304
Solyc05g014570.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g014600.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g014650.2.ITAG4.0	10.7285	12.4599	11.239	11.5913	10.8885	12.3328	12.9832	12.1305	13.3576	16.1467	14.8404	15.1963	11.9978	16.1174	14.4904
Solyc05g014730.1.ITAG4.0	1.11896	0	0.791412	1.22711	0	0	0.609083	0.587482	0.92171	0	0.111939	0.500445	1.27458	0.116624	0.315823
Solyc05g014740.1.ITAG4.0	0.29831	0.327661	0	0.159489	0.302592	0.201042	0	0	0.0784741	0.302305	0.0669742	0	0	0.616131	0.125158
Solyc05g014750.2.ITAG4.0	0.499128	1.06599	0.582735	0.508683	0.504751	0.513526	0.969725	1.18826	0.599987	0	0.704271	1.0003	0.549811	0	0.597963
Solyc05g014795.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g014800.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g014810.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g014820.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g014843.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g014847.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g014900.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g014910.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g014920.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g014930.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015000.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015005.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015020.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015075.1.ITAG4.0	0	0	0	0	0	0	0.134808	0	0	0.283389	0	0.691535	0	0	0
Solyc05g015090.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015130.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015230.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015250.2.ITAG4.0	5.39814	7.95185	7.85742	6.55097	3.47454	7.74708	4.37108	4.99391	7.29968	6.26296	4.25563	5.30092	9.44922	6.22984	4.12139
Solyc05g015260.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015270.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015330.1.ITAG4.0	3.99371	3.19519	2.52335	3.47516	4.36382	5.8181	1.99712	1.47444	2.15469	3.21409	2.96515	1.77782	1.06401	2.19201	1.07727
Solyc05g015360.2.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015380.2.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204447	0
Solyc05g015430.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015437.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015470.1.ITAG4.0	17.6398	20.5371	40.7019	27.5479	31.2094	29.1102	19.0833	17.6729	16.0663	17.2976	20.6846	38.885	22.8407	26.2389	46.9863
Solyc05g015473.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015477.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015493.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015495.1.ITAG4.0	7.5854	2.40189	7.59489	5.34156	4.96601	8.82278	4.99897	4.90786	4.77395	2.12798	3.83792	2.79625	3.61835	3.58621	2.98707
Solyc05g015497.1.ITAG4.0	1.40735	2.3704	7.31305	1.61289	1.43455	2.13597	3.16213	0.894666	3.97409	3.65064	3.01289	1.31658	1.61651	1.00804	2.29245
Solyc05g015532.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015534.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015536.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015538.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015555.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015570.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015580.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015590.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015600.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015651.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015652.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015653.1.ITAG4.0	0	0	0	0	0	0	0	0	0.57282	0	0	0	0	0	0
Solyc05g015654.1.ITAG4.0	0.0531755	0	0	0.00961358	0	0.0247445	0	0	0	0	0	0	0	0	0
Solyc05g015690.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015700.1.ITAG4.0	2.55419	0	2.64731	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015730.1.ITAG4.0	0	3.50278	0	0	0	7.67553	0	0	0	0	0	2.78124	2.29649	0	2.36519
Solyc05g015735.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0.115592	0	0	0
Solyc05g015770.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015780.1.ITAG4.0	0.128244	0.169464	0.174651	0.183285	0.966211	0.405719	0.622176	0	0.0673827	0.453535	0.460453	0.128435	2.1434	0.761685	1.50367
Solyc05g015815.1.ITAG4.0	0.420857	0.959284	0.458731	0.47895	0.0861507	0	0.573545	0.626549	0	0	0.529367	0.337718	0	0.155188	0.070754
Solyc05g015825.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015865.1.ITAG4.0	0	0	1.00266	0	0.250598	1.83954	0	0.21377	0	0	0	0	0	0	0.188256
Solyc05g015870.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015885.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g015910.1.ITAG4.0	0	0	0	0	0	0	0.620867	0	0	1.01238	0	0	0	0.303619	0
Solyc05g016160.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g016220.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g016290.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g016300.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g016310.1.ITAG4.0	6.69607	8.8318	7.13627	6.19352	7.97438	7.42205	6.1937	5.88775	6.04655	4.47468	4.35098	5.87673	8.39457	6.52195	9.97673
Solyc05g016340.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g016343.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g016347.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g016415.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g016430.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g016465.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g016470.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g016490.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g016500.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g016510.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g016520.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g016530.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g016540.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g016560.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g016570.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g016600.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g016610.1.ITAG4.0	0	0	0	0	0	0	0.6324	0	0	0	0	0	0	0	0
Solyc05g016670.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g016713.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g016715.1.ITAG4.0	0	0.256894	0.356189	0	0.711358	0.695358	0.382445	0.458405	0	0	0.264325	0	0.167678	0	0.330357
Solyc05g016717.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g017730.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g017740.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g017770.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g017780.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g017790.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g017793.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g017795.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g017797.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g017847.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g017863.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g017867.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g017910.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g017955.1.ITAG4.0	1.07049	0.811841	0.852091	0.376635	0.286804	0.815174	0.91918	0.507645	0.56759	0.137951	1.32606	0.67379	1.02839	0.882042	0.340476
Solyc05g017970.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018020.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018030.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018050.1.ITAG4.0	6.18846	13.4438	10.5616	4.64091	0	1.88442	0.809672	4.05217	7.01601	0	3.07835	0	4.68447	0.790299	0
Solyc05g018060.1.ITAG4.0	0	3.73502	21.2603	0	0	1.78284	2.22752	8.92422	7.26193	2.81662	0	0	3.63452	17.2778	1.87016
Solyc05g018065.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018155.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018160.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018170.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018185.1.ITAG4.0	0	0	1.29856	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018190.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018215.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018245.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018310.1.ITAG4.0	0.520773	0.171999	0.413723	0	0	0.117617	0.126346	0.180368	0.273661	0.263174	0.350605	0.130397	0.557913	0.952115	0.0545287
Solyc05g018360.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018370.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144978	0
Solyc05g018380.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018400.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018403.1.ITAG4.0	11.451	5.71197	10.4994	6.2598	5.25719	5.42956	3.7927	3.73587	4.31992	4.64289	4.49227	3.08153	6.04393	6.21272	6.95544
Solyc05g018405.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018407.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018413.1.ITAG4.0	8.35672	6.79788	8.69541	4.67964	3.9141	4.4374	3.25065	3.21876	3.46168	3.21018	3.06063	2.24757	4.36265	4.94495	5.01628
Solyc05g018417.1.ITAG4.0	4.6582	5.94988	5.15032	5.43126	5.47331	6.6041	6.34147	3.59039	4.77908	2.81541	6.31063	4.55514	5.06413	4.96849	5.06047
Solyc05g018435.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018440.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018450.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018480.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018482.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018484.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018486.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018488.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018560.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018563.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc05g018567.1.ITAG4.0	0	0	0	0	0	0.158606	0.0419244	0	0	0	0	0	0	0	0
Solyc05g018575.1.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
